Freq.	V(vout)
5.14043651582407e-07	(-4.58151979359588e-12dB,-5.88477172331332e-05°)
5.15228644581737e-07	(-4.60369932532661e-12dB,-5.89833752316964e-05°)
5.16416369272051e-07	(-4.62395020212424e-12dB,-5.91193459542435e-05°)
5.17606831950548e-07	(-4.64516540638843e-12dB,-5.92556301216776e-05°)
5.18800038928941e-07	(-4.66734493811916e-12dB,-5.93922284565639e-05°)
5.19995996533496e-07	(-4.68856014238335e-12dB,-5.95291416831332e-05°)
5.21194711105060e-07	(-4.70977534664753e-12dB,-5.96663705272857e-05°)
5.22396188999100e-07	(-4.73195487837827e-12dB,-5.98039157165952e-05°)
5.23600436585730e-07	(-4.75317008264245e-12dB,-5.99417779803125e-05°)
5.24807460249752e-07	(-4.77534961437319e-12dB,-6.00799580493696e-05°)
5.26017266390686e-07	(-4.79752914610393e-12dB,-6.02184566563835e-05°)
5.27229861422802e-07	(-4.82067300530122e-12dB,-6.03572745356601e-05°)
5.28445251775160e-07	(-4.84188820956540e-12dB,-6.04964124231978e-05°)
5.29663443891637e-07	(-4.86406774129614e-12dB,-6.06358710566920e-05°)
5.30884444230968e-07	(-4.88721160049343e-12dB,-6.07756511755384e-05°)
5.32108259266774e-07	(-4.90939113222417e-12dB,-6.09157535208373e-05°)
5.33334895487600e-07	(-4.93157066395491e-12dB,-6.10561788353974e-05°)
5.34564359396951e-07	(-4.95375019568565e-12dB,-6.11969278637397e-05°)
5.35796657513321e-07	(-4.97689405488294e-12dB,-6.13380013521015e-05°)
5.37031796370232e-07	(-5.00003791408023e-12dB,-6.14794000484405e-05°)
5.38269782516267e-07	(-5.02318177327752e-12dB,-6.16211247024385e-05°)
5.39510622515106e-07	(-5.04536130500826e-12dB,-6.17631760655054e-05°)
5.40754322945560e-07	(-5.07043381913866e-12dB,-6.19055548907836e-05°)
5.42000890401603e-07	(-5.09454200580251e-12dB,-6.20482619331512e-05°)
5.43250331492412e-07	(-5.11672153753325e-12dB,-6.21912979492269e-05°)
5.44502652842400e-07	(-5.14179405166365e-12dB,-6.23346636973733e-05°)
5.45757861091249e-07	(-5.16397358339439e-12dB,-6.24783599377015e-05°)
5.47015962893950e-07	(-5.18808177005823e-12dB,-6.26223874320745e-05°)
5.48276964920832e-07	(-5.21218995672208e-12dB,-6.27667469441117e-05°)
5.49540873857603e-07	(-5.23726247085248e-12dB,-6.29114392391931e-05°)
5.50807696405382e-07	(-5.26137065751633e-12dB,-6.30564650844626e-05°)
5.52077439280735e-07	(-5.28547884418017e-12dB,-6.32018252488330e-05°)
5.53350109215715e-07	(-5.30958703084402e-12dB,-6.33475205029892e-05°)
5.54625712957889e-07	(-5.33465954497442e-12dB,-6.34935516193931e-05°)
5.55904257270381e-07	(-5.35876773163827e-12dB,-6.36399193722871e-05°)
5.57185748931908e-07	(-5.38287591830212e-12dB,-6.37866245376984e-05°)
5.58470194736808e-07	(-5.40794843243252e-12dB,-6.39336678934433e-05°)
5.59757601495088e-07	(-5.43398527402947e-12dB,-6.40810502191309e-05°)
5.61047976032448e-07	(-5.45809346069332e-12dB,-6.42287722961677e-05°)
5.62341325190326e-07	(-5.48316597482372e-12dB,-6.43768349077615e-05°)
5.63637655825932e-07	(-5.50920281642068e-12dB,-6.45252388389254e-05°)
5.64936974812280e-07	(-5.53331100308452e-12dB,-6.46739848764823e-05°)
5.66239289038230e-07	(-5.56031217214803e-12dB,-6.48230738090690e-05°)
5.67544605408524e-07	(-5.58538468627844e-12dB,-6.49725064271400e-05°)
5.68852930843818e-07	(-5.61045720040884e-12dB,-6.51222835229723e-05°)
5.70164272280724e-07	(-5.63649404200579e-12dB,-6.52724058906691e-05°)
5.71478636671844e-07	(-5.66156655613619e-12dB,-6.54228743261643e-05°)
5.72796030985806e-07	(-5.68856772519970e-12dB,-6.55736896272264e-05°)
5.74116462207304e-07	(-5.71556889426321e-12dB,-6.57248525934634e-05°)
5.75439937337134e-07	(-5.74064140839361e-12dB,-6.58763640263260e-05°)
5.76766463392227e-07	(-5.76667824999057e-12dB,-6.60282247291129e-05°)
5.78096047405695e-07	(-5.79464374652064e-12dB,-6.61804355069745e-05°)
5.79428696426857e-07	(-5.82068058811759e-12dB,-6.63329971669170e-05°)
5.80764417521288e-07	(-5.84671742971455e-12dB,-6.64859105178072e-05°)
5.82103217770848e-07	(-5.87468292624461e-12dB,-6.66391763703766e-05°)
5.83445104273721e-07	(-5.90168409530812e-12dB,-6.67927955372253e-05°)
5.84790084144457e-07	(-5.92868526437163e-12dB,-6.69467688328269e-05°)
5.86138164514005e-07	(-5.95665076090170e-12dB,-6.71010970735326e-05°)
5.87489352529753e-07	(-5.98558058489832e-12dB,-6.72557810775752e-05°)
5.88843655355565e-07	(-6.01161742649527e-12dB,-6.74108216650739e-05°)
5.90201080171820e-07	(-6.03958292302534e-12dB,-6.75662196580386e-05°)
5.91561634175450e-07	(-6.06658409208885e-12dB,-6.77219758803739e-05°)
5.92925324579975e-07	(-6.09551391608547e-12dB,-6.78780911578838e-05°)
5.94292158615548e-07	(-6.12347941261553e-12dB,-6.80345663182760e-05°)
5.95662143528986e-07	(-6.15144490914560e-12dB,-6.81914021911661e-05°)
5.97035286583812e-07	(-6.17941040567566e-12dB,-6.83485996080824e-05°)
5.98411595060295e-07	(-6.20930455713883e-12dB,-6.85061594024699e-05°)
5.99791076255484e-07	(-6.23727005366890e-12dB,-6.86640824096950e-05°)
6.01173737483253e-07	(-6.26619987766552e-12dB,-6.88223694670497e-05°)
6.02559586074333e-07	(-6.29416537419559e-12dB,-6.89810214137562e-05°)
6.03948629376355e-07	(-6.32502385312531e-12dB,-6.91400390909715e-05°)
6.05340874753888e-07	(-6.35298934965538e-12dB,-6.92994233417913e-05°)
6.06736329588480e-07	(-6.38384782858511e-12dB,-6.94591750112552e-05°)
6.08135001278692e-07	(-6.41181332511517e-12dB,-6.96192949463505e-05°)
6.09536897240144e-07	(-6.44267180404490e-12dB,-6.97797839960171e-05°)
6.10942024905546e-07	(-6.47063730057497e-12dB,-6.99406430111522e-05°)
6.12350391724748e-07	(-6.50149577950469e-12dB,-7.01018728446141e-05°)
6.13762005164768e-07	(-6.53138993096787e-12dB,-7.02634743512274e-05°)
6.15176872709842e-07	(-6.56031975496449e-12dB,-7.04254483877873e-05°)
6.16595001861456e-07	(-6.59117823389422e-12dB,-7.05877958130638e-05°)
6.18016400138390e-07	(-6.62203671282395e-12dB,-7.07505174878069e-05°)
6.19441075076755e-07	(-6.65193086428712e-12dB,-7.09136142747507e-05°)
6.20869034230037e-07	(-6.68375367068340e-12dB,-7.10770870386182e-05°)
6.22300285169133e-07	(-6.71557647707969e-12dB,-7.12409366461256e-05°)
6.23734835482393e-07	(-6.74547062854286e-12dB,-7.14051639659873e-05°)
6.25172692775659e-07	(-6.77729343493915e-12dB,-7.15697698689202e-05°)
6.26613864672309e-07	(-6.80718758640232e-12dB,-7.17347552276484e-05°)
6.28058358813291e-07	(-6.83997472026516e-12dB,-7.19001209169078e-05°)
6.29506182857171e-07	(-6.87179752666144e-12dB,-7.20658678134509e-05°)
6.30957344480166e-07	(-6.90362033305773e-12dB,-7.22319967960511e-05°)
6.32411851376192e-07	(-6.93544313945401e-12dB,-7.23985087455080e-05°)
6.33869711256900e-07	(-6.96726594585029e-12dB,-7.25654045446511e-05°)
6.35330931851716e-07	(-6.99812442478002e-12dB,-7.27326850783454e-05°)
6.36795520907888e-07	(-7.02994723117631e-12dB,-7.29003512334957e-05°)
6.38263486190521e-07	(-7.06273436503915e-12dB,-7.30684038990512e-05°)
6.39734835482621e-07	(-7.09648582636854e-12dB,-7.32368439660105e-05°)
6.41209576585134e-07	(-7.12830863276482e-12dB,-7.34056723274260e-05°)
6.42687717316992e-07	(-7.16109576662766e-12dB,-7.35748898784088e-05°)
6.44169265515149e-07	(-7.19581155542361e-12dB,-7.37444975161336e-05°)
6.45654229034628e-07	(-7.22763436181989e-12dB,-7.39144961398432e-05°)
6.47142615748555e-07	(-7.26138582314929e-12dB,-7.40848866508533e-05°)
6.48634433548210e-07	(-7.29513728447868e-12dB,-7.42556699525575e-05°)
6.50129690343062e-07	(-7.32985307327463e-12dB,-7.44268469504319e-05°)
6.51628394060814e-07	(-7.36264020713747e-12dB,-7.45984185520399e-05°)
6.53130552647444e-07	(-7.39735599593342e-12dB,-7.47703856670369e-05°)
6.54636174067246e-07	(-7.42917880232970e-12dB,-7.49427492071756e-05°)
6.56145266302877e-07	(-7.46485891859220e-12dB,-7.51155100863103e-05°)
6.57657837355392e-07	(-7.50053903485471e-12dB,-7.52886692204019e-05°)
6.59173895244292e-07	(-7.53332616871755e-12dB,-7.54622275275229e-05°)
6.60693448007567e-07	(-7.56804195751349e-12dB,-7.56361859278623e-05°)
6.62216503701733e-07	(-7.60372207377600e-12dB,-7.58105453437301e-05°)
6.63743070401880e-07	(-7.63843786257195e-12dB,-7.59853066995626e-05°)
6.65273156201712e-07	(-7.67411797883445e-12dB,-7.61604709219271e-05°)
6.66806769213593e-07	(-7.70979809509695e-12dB,-7.63360389395269e-05°)
6.68343917568585e-07	(-7.74354955642635e-12dB,-7.65120116832061e-05°)
6.69884609416497e-07	(-7.78019400015541e-12dB,-7.66883900859548e-05°)
6.71428852925923e-07	(-7.81780277135102e-12dB,-7.68651750829135e-05°)
6.72976656284288e-07	(-7.85251856014697e-12dB,-7.70423676113788e-05°)
6.74528027697892e-07	(-7.88916300387603e-12dB,-7.72199686108079e-05°)
6.76082975391952e-07	(-7.92580744760508e-12dB,-7.73979790228235e-05°)
6.77641507610645e-07	(-7.96148756386759e-12dB,-7.75763997912192e-05°)
6.79203632617154e-07	(-7.99813200759664e-12dB,-7.77552318619641e-05°)
6.80769358693711e-07	(-8.03574077879226e-12dB,-7.79344761832080e-05°)
6.82338694141639e-07	(-8.07238522252132e-12dB,-7.81141337052864e-05°)
6.83911647281399e-07	(-8.11095832118348e-12dB,-7.82942053807258e-05°)
6.85488226452631e-07	(-8.14663843744599e-12dB,-7.84746921642481e-05°)
6.87068440014201e-07	(-8.18617586357471e-12dB,-7.86555950127764e-05°)
6.88652296344245e-07	(-8.22282030730377e-12dB,-7.88369148854394e-05°)
6.90239803840211e-07	(-8.26139340596594e-12dB,-7.90186527435772e-05°)
6.91830970918905e-07	(-8.29803784969500e-12dB,-7.92008095507458e-05°)
6.93425806016538e-07	(-8.33661094835717e-12dB,-7.93833862727225e-05°)
6.95024317588766e-07	(-8.37518404701934e-12dB,-7.95663838775107e-05°)
6.96626514110737e-07	(-8.41375714568151e-12dB,-7.97498033353457e-05°)
6.98232404077140e-07	(-8.45329457181023e-12dB,-7.99336456186991e-05°)
6.99841996002242e-07	(-8.49090334300584e-12dB,-8.01179117022844e-05°)
7.01455298419940e-07	(-8.53140509660112e-12dB,-8.03026025630621e-05°)
7.03072319883802e-07	(-8.57094252272984e-12dB,-8.04877191802447e-05°)
7.04693068967115e-07	(-8.61144427632512e-12dB,-8.06732625353020e-05°)
7.06317554262930e-07	(-8.65098170245385e-12dB,-8.08592336119665e-05°)
7.07945784384106e-07	(-8.68955480111602e-12dB,-8.10456333962384e-05°)
7.09577767963356e-07	(-8.72909222724474e-12dB,-8.12324628763906e-05°)
7.11213513653297e-07	(-8.76959398084002e-12dB,-8.14197230429746e-05°)
7.12853030126487e-07	(-8.81009573443530e-12dB,-8.16074148888250e-05°)
7.14496326075481e-07	(-8.85156181549713e-12dB,-8.17955394090655e-05°)
7.16143410212869e-07	(-8.89206356909241e-12dB,-8.19840976011133e-05°)
7.17794291271329e-07	(-8.93449397762080e-12dB,-8.21730904646854e-05°)
7.19448978003667e-07	(-8.97499573121608e-12dB,-8.23625190018030e-05°)
7.21107479182867e-07	(-9.01549748481136e-12dB,-8.25523842167974e-05°)
7.22769803602137e-07	(-9.05792789333975e-12dB,-8.27426871163151e-05°)
7.24435960074957e-07	(-9.10035830186814e-12dB,-8.29334287093231e-05°)
7.26105957435121e-07	(-9.14182438292997e-12dB,-8.31246100071144e-05°)
7.27779804536791e-07	(-9.18425479145836e-12dB,-8.33162320233131e-05°)
7.29457510254535e-07	(-9.22572087252020e-12dB,-8.35082957738800e-05°)
7.31139083483384e-07	(-9.26718695358203e-12dB,-8.37008022771182e-05°)
7.32824533138870e-07	(-9.31154601704353e-12dB,-8.38937525536779e-05°)
7.34513868157081e-07	(-9.35494075303848e-12dB,-8.40871476265623e-05°)
7.36207097494702e-07	(-9.39737116156687e-12dB,-8.42809885211327e-05°)
7.37904230129067e-07	(-9.44076589756181e-12dB,-8.44752762651143e-05°)
7.39605275058204e-07	(-9.48512496102331e-12dB,-8.46700118886015e-05°)
7.41310241300883e-07	(-9.52755536955170e-12dB,-8.48651964240630e-05°)
7.43019137896667e-07	(-9.57095010554665e-12dB,-8.50608309063479e-05°)
7.44731973905954e-07	(-9.61530916900815e-12dB,-8.52569163726907e-05°)
7.46448758410032e-07	(-9.66063255993620e-12dB,-8.54534538627171e-05°)
7.48169500511119e-07	(-9.70499162339770e-12dB,-8.56504444184491e-05°)
7.49894209332421e-07	(-9.75031501432576e-12dB,-8.58478890843113e-05°)
7.51622894018170e-07	(-9.79467407778726e-12dB,-8.60457889071354e-05°)
7.53355563733682e-07	(-9.83999746871532e-12dB,-8.62441449361668e-05°)
7.55092227665399e-07	(-9.88532085964337e-12dB,-8.64429582230692e-05°)
7.56832895020939e-07	(-9.93064425057143e-12dB,-8.66422298219310e-05°)
7.58577575029148e-07	(-9.97789629643259e-12dB,-8.68419607892704e-05°)
7.60326276940146e-07	(-1.00222553598941e-11dB,-8.70421521840410e-05°)
7.62079010025376e-07	(-1.00685430782887e-11dB,-8.72428050676376e-05°)
7.63835783577655e-07	(-1.01157951241499e-11dB,-8.74439205039020e-05°)
7.65596606911220e-07	(-1.01630471700110e-11dB,-8.76454995591281e-05°)
7.67361489361783e-07	(-1.02102992158722e-11dB,-8.78475433020680e-05°)
7.69130440286573e-07	(-1.02565869342668e-11dB,-8.80500528039376e-05°)
7.70903469064394e-07	(-1.03048033075945e-11dB,-8.82530291384220e-05°)
7.72680585095666e-07	(-1.03520553534557e-11dB,-8.84564733816815e-05°)
7.74461797802482e-07	(-1.03993073993169e-11dB,-8.86603866123573e-05°)
7.76247116628655e-07	(-1.04484881001111e-11dB,-8.88647699115771e-05°)
7.78036551039767e-07	(-1.04947758185058e-11dB,-8.90696243629608e-05°)
7.79830110523222e-07	(-1.05429921918335e-11dB,-8.92749510526262e-05°)
7.81627804588292e-07	(-1.05921728926278e-11dB,-8.94807510691950e-05°)
7.83429642766174e-07	(-1.06413535934220e-11dB,-8.96870255037984e-05°)
7.85235634610034e-07	(-1.06914986216829e-11dB,-8.98937754500829e-05°)
7.87045789695061e-07	(-1.07406793224772e-11dB,-9.01010020042163e-05°)
7.88860117618517e-07	(-1.07898600232714e-11dB,-9.03087062648930e-05°)
7.90678627999787e-07	(-1.08400050515323e-11dB,-9.05168893333403e-05°)
7.92501330480434e-07	(-1.08891857523265e-11dB,-9.07255523133242e-05°)
7.94328234724243e-07	(-1.09393307805874e-11dB,-9.09346963111550e-05°)
7.96159350417280e-07	(-1.09914044637813e-11dB,-9.11443224356934e-05°)
7.97994687267938e-07	(-1.10415494920422e-11dB,-9.13544317983561e-05°)
7.99834255006990e-07	(-1.10916945203030e-11dB,-9.15650255131222e-05°)
8.01678063387640e-07	(-1.11437682034969e-11dB,-9.17761046965386e-05°)
8.03526122185578e-07	(-1.11939132317578e-11dB,-9.19876704677260e-05°)
8.05378441199028e-07	(-1.12469512424183e-11dB,-9.21997239483851e-05°)
8.07235030248799e-07	(-1.12970962706791e-11dB,-9.24122662628024e-05°)
8.09095899178343e-07	(-1.13501342813396e-11dB,-9.26252985378560e-05°)
8.10961057853801e-07	(-1.14031722920001e-11dB,-9.28388219030219e-05°)
8.12830516164060e-07	(-1.14542816477275e-11dB,-9.30528374903797e-05°)
8.14704284020800e-07	(-1.15082839858546e-11dB,-9.32673464346188e-05°)
8.16582371358553e-07	(-1.15622863239816e-11dB,-9.34823498730441e-05°)
8.18464788134750e-07	(-1.16143600071756e-11dB,-9.36978489455826e-05°)
8.20351544329778e-07	(-1.16683623453026e-11dB,-9.39138447947889e-05°)
8.22242649947031e-07	(-1.17214003559631e-11dB,-9.41303385658514e-05°)
8.24138115012962e-07	(-1.17763670215567e-11dB,-9.43473314065986e-05°)
8.26037949577138e-07	(-1.18303693596838e-11dB,-9.45648244675049e-05°)
8.27942163712294e-07	(-1.18853360252774e-11dB,-9.47828189016969e-05°)
8.29850767514382e-07	(-1.19412670183376e-11dB,-9.50013158649593e-05°)
8.31763771102630e-07	(-1.19962336839312e-11dB,-9.52203165157414e-05°)
8.33681184619593e-07	(-1.20502360220582e-11dB,-9.54398220151628e-05°)
8.35603018231207e-07	(-1.21052026876518e-11dB,-9.56598335270197e-05°)
8.37529282126841e-07	(-1.21620980081786e-11dB,-9.58803522177913e-05°)
8.39459986519356e-07	(-1.22189933287053e-11dB,-9.61013792566458e-05°)
8.41395141645154e-07	(-1.22739599942989e-11dB,-9.63229158154464e-05°)
8.43334757764234e-07	(-1.23308553148256e-11dB,-9.65449630687581e-05°)
8.45278845160248e-07	(-1.23887149628189e-11dB,-9.67675221938532e-05°)
8.47227414140555e-07	(-1.24446459558791e-11dB,-9.69905943707180e-05°)
8.49180475036272e-07	(-1.25034699313389e-11dB,-9.72141807820591e-05°)
8.51138038202334e-07	(-1.25603652518656e-11dB,-9.74382826133093e-05°)
8.53100114017547e-07	(-1.26182248998589e-11dB,-9.76629010526342e-05°)
8.55066712884641e-07	(-1.26770488753188e-11dB,-9.78880372909384e-05°)
8.57037845230327e-07	(-1.27349085233120e-11dB,-9.81136925218719e-05°)
8.59013521505353e-07	(-1.27927681713053e-11dB,-9.83398679418362e-05°)
8.60993752184558e-07	(-1.28535208016983e-11dB,-9.85665647499909e-05°)
8.62978547766927e-07	(-1.29113804496916e-11dB,-9.87937841482599e-05°)
8.64967918775650e-07	(-1.29721330800845e-11dB,-9.90215273413378e-05°)
8.66961875758173e-07	(-1.30328857104775e-11dB,-9.92497955366964e-05°)
8.68960429286258e-07	(-1.30917096859373e-11dB,-9.94785899445909e-05°)
8.70963589956037e-07	(-1.31534266437968e-11dB,-9.97079117780665e-05°)
8.72971368388068e-07	(-1.32141792741897e-11dB,-9.99377622529646e-05°)
8.74983775227392e-07	(-1.32739675771161e-11dB,-1.00168142587930e-04°)
8.77000821143591e-07	(-1.33356845349756e-11dB,-1.00399054004415e-04°)
8.79022516830840e-07	(-1.33974014928352e-11dB,-1.00630497726691e-04°)
8.81048873007970e-07	(-1.34581541232281e-11dB,-1.00862474981848e-04°)
8.83079900418518e-07	(-1.35198710810876e-11dB,-1.01094986999807e-04°)
8.85115609830791e-07	(-1.35835166938802e-11dB,-1.01328035013323e-04°)
8.87156012037916e-07	(-1.36452336517397e-11dB,-1.01561620257994e-04°)
8.89201117857903e-07	(-1.37079149370658e-11dB,-1.01795743972266e-04°)
8.91250938133700e-07	(-1.37715605498584e-11dB,-1.02030407397438e-04°)
8.93305483733250e-07	(-1.38352061626510e-11dB,-1.02265611777674e-04°)
8.95364765549548e-07	(-1.38998161029102e-11dB,-1.02501358360003e-04°)
8.97428794500703e-07	(-1.39634617157028e-11dB,-1.02737648394330e-04°)
8.99497581529989e-07	(-1.40271073284954e-11dB,-1.02974483133442e-04°)
9.01571137605911e-07	(-1.40926815962212e-11dB,-1.03211863833013e-04°)
9.03649473722255e-07	(-1.41572915364803e-11dB,-1.03449791751611e-04°)
9.05732600898154e-07	(-1.42228658042061e-11dB,-1.03688268150707e-04°)
9.07820530178139e-07	(-1.42903687268649e-11dB,-1.03927294294679e-04°)
9.09913272632205e-07	(-1.43540143396575e-11dB,-1.04166871450820e-04°)
9.12010839355863e-07	(-1.44215172623164e-11dB,-1.04407000889344e-04°)
9.14113241470203e-07	(-1.44890201849752e-11dB,-1.04647683883392e-04°)
9.16220490121953e-07	(-1.45545944527010e-11dB,-1.04888921709044e-04°)
9.18332596483534e-07	(-1.46220973753598e-11dB,-1.05130715645317e-04°)
9.20449571753124e-07	(-1.46905646254852e-11dB,-1.05373066974179e-04°)
9.22571427154716e-07	(-1.47571032206775e-11dB,-1.05615976980552e-04°)
9.24698173938175e-07	(-1.48246061433363e-11dB,-1.05859446952322e-04°)
9.26829823379301e-07	(-1.48940377209283e-11dB,-1.06103478180341e-04°)
9.28966386779888e-07	(-1.49625049710537e-11dB,-1.06348071958439e-04°)
9.31107875467782e-07	(-1.50319365486456e-11dB,-1.06593229583429e-04°)
9.33254300796943e-07	(-1.51013681262376e-11dB,-1.06838952355110e-04°)
9.35405674147503e-07	(-1.51707997038296e-11dB,-1.07085241576281e-04°)
9.37562006925832e-07	(-1.52411956088881e-11dB,-1.07332098552744e-04°)
9.39723310564589e-07	(-1.53115915139466e-11dB,-1.07579524593308e-04°)
9.41889596522792e-07	(-1.53829517464717e-11dB,-1.07827521009802e-04°)
9.44060876285874e-07	(-1.54523833240636e-11dB,-1.08076089117079e-04°)
9.46237161365744e-07	(-1.55237435565887e-11dB,-1.08325230233021e-04°)
9.48418463300848e-07	(-1.55951037891138e-11dB,-1.08574945678551e-04°)
9.50604793656232e-07	(-1.56664640216388e-11dB,-1.08825236777635e-04°)
9.52796164023602e-07	(-1.57397529090970e-11dB,-1.09076104857290e-04°)
9.54992586021386e-07	(-1.58130417965552e-11dB,-1.09327551247596e-04°)
9.57194071294794e-07	(-1.58863306840134e-11dB,-1.09579577281694e-04°)
9.59400631515883e-07	(-1.59586552440050e-11dB,-1.09832184295804e-04°)
9.61612278383614e-07	(-1.60329084589297e-11dB,-1.10085373629221e-04°)
9.63829023623920e-07	(-1.61061973463879e-11dB,-1.10339146624330e-04°)
9.66050878989763e-07	(-1.61814148887792e-11dB,-1.10593504626611e-04°)
9.68277856261198e-07	(-1.62547037762374e-11dB,-1.10848448984644e-04°)
9.70509967245439e-07	(-1.63299213186287e-11dB,-1.11103981050119e-04°)
9.72747223776914e-07	(-1.64070675159531e-11dB,-1.11360102177841e-04°)
9.74989637717335e-07	(-1.64822850583444e-11dB,-1.11616813725739e-04°)
9.77237220955759e-07	(-1.65575026007357e-11dB,-1.11874117054873e-04°)
9.79489985408647e-07	(-1.66346487980601e-11dB,-1.12132013529439e-04°)
9.81747943019932e-07	(-1.67098663404514e-11dB,-1.12390504516778e-04°)
9.84011105761082e-07	(-1.67870125377758e-11dB,-1.12649591387383e-04°)
9.86279485631158e-07	(-1.68670517174999e-11dB,-1.12909275514909e-04°)
9.88553094656886e-07	(-1.69432335873578e-11dB,-1.13169558276173e-04°)
9.90831944892715e-07	(-1.70213441121487e-11dB,-1.13430441051170e-04°)
9.93116048420881e-07	(-1.71013832918728e-11dB,-1.13691925223073e-04°)
9.95405417351474e-07	(-1.71804581441304e-11dB,-1.13954012178246e-04°)
9.97700063822500e-07	(-1.72595329963879e-11dB,-1.14216703306249e-04°)
9.99999999999947e-07	(-1.73386078486454e-11dB,-1.14479999999842e-04°)
1.00230523807785e-06	(-1.74186470283695e-11dB,-1.14743903654998e-04°)
1.00461579027834e-06	(-1.74996505355601e-11dB,-1.15008415670910e-04°)
1.00693166885175e-06	(-1.75806540427508e-11dB,-1.15273537449993e-04°)
1.00925288607663e-06	(-1.76606932224749e-11dB,-1.15539270397896e-04°)
1.01157945425984e-06	(-1.77416967296655e-11dB,-1.15805615923509e-04°)
1.01391138573662e-06	(-1.78227002368561e-11dB,-1.16072575438970e-04°)
1.01624869287064e-06	(-1.79065967264464e-11dB,-1.16340150359671e-04°)
1.01859138805406e-06	(-1.79885645611036e-11dB,-1.16608342104268e-04°)
1.02093948370762e-06	(-1.80724610506940e-11dB,-1.16877152094687e-04°)
1.02329299228070e-06	(-1.81563575402843e-11dB,-1.17146581756131e-04°)
1.02565192625135e-06	(-1.82392897024080e-11dB,-1.17416632517090e-04°)
1.02801629812642e-06	(-1.83231861919983e-11dB,-1.17687305809347e-04°)
1.03038612044156e-06	(-1.84090113365218e-11dB,-1.17958603067983e-04°)
1.03276140576134e-06	(-1.84938721535786e-11dB,-1.18230525731391e-04°)
1.03514216667929e-06	(-1.85777686431689e-11dB,-1.18503075241276e-04°)
1.03752841581796e-06	(-1.86645581151589e-11dB,-1.18776253042669e-04°)
1.03992016582900e-06	(-1.87503832596824e-11dB,-1.19050060583933e-04°)
1.04231742939325e-06	(-1.88371727316723e-11dB,-1.19324499316766e-04°)
1.04472021922074e-06	(-1.89239622036623e-11dB,-1.19599570696217e-04°)
1.04712854805084e-06	(-1.90097873481858e-11dB,-1.19875276180686e-04°)
1.04954242865226e-06	(-1.90994698025754e-11dB,-1.20151617231935e-04°)
1.05196187382317e-06	(-1.91881879294985e-11dB,-1.20428595315099e-04°)
1.05438689639120e-06	(-1.92749774014885e-11dB,-1.20706211898686e-04°)
1.05681750921360e-06	(-1.93646598558781e-11dB,-1.20984468454593e-04°)
1.05925372517723e-06	(-1.94533779828012e-11dB,-1.21263366458108e-04°)
1.06169555719867e-06	(-1.95430604371909e-11dB,-1.21542907387921e-04°)
1.06414301822426e-06	(-1.96327428915806e-11dB,-1.21823092726129e-04°)
1.06659612123020e-06	(-1.97233896734368e-11dB,-1.22103923958248e-04°)
1.06905487922260e-06	(-1.98159651102261e-11dB,-1.22385402573217e-04°)
1.07151930523755e-06	(-1.99066118920823e-11dB,-1.22667530063407e-04°)
1.07398941234119e-06	(-1.99991873288716e-11dB,-1.22950307924630e-04°)
1.07646521362978e-06	(-2.00907984381944e-11dB,-1.23233737656147e-04°)
1.07894672222977e-06	(-2.01843382024503e-11dB,-1.23517820760673e-04°)
1.08143395129788e-06	(-2.02769136392396e-11dB,-1.23802558744388e-04°)
1.08392691402114e-06	(-2.03685247485624e-11dB,-1.24087953116946e-04°)
1.08642562361701e-06	(-2.04639931677514e-11dB,-1.24374005391479e-04°)
1.08893009333337e-06	(-2.05604259144070e-11dB,-1.24660717084608e-04°)
1.09144033644870e-06	(-2.06549300061294e-11dB,-1.24948089716449e-04°)
1.09395636627203e-06	(-2.07494340978519e-11dB,-1.25236124810623e-04°)
1.09647819614312e-06	(-2.08439381895743e-11dB,-1.25524823894264e-04°)
1.09900583943246e-06	(-2.09413352636964e-11dB,-1.25814188498026e-04°)
1.10153930954135e-06	(-2.10387323378185e-11dB,-1.26104220156091e-04°)
1.10407861990201e-06	(-2.11361294119407e-11dB,-1.26394920406177e-04°)
1.10662378397760e-06	(-2.12325621585962e-11dB,-1.26686290789550e-04°)
1.10917481526234e-06	(-2.13309235601849e-11dB,-1.26978332851025e-04°)
1.11173172728153e-06	(-2.14292849617736e-11dB,-1.27271048138980e-04°)
1.11429453359167e-06	(-2.15286106908288e-11dB,-1.27564438205363e-04°)
1.11686324778050e-06	(-2.16279364198841e-11dB,-1.27858504605699e-04°)
1.11943788346709e-06	(-2.17272621489393e-11dB,-1.28153248899099e-04°)
1.12201845430190e-06	(-2.18285165329276e-11dB,-1.28448672648266e-04°)
1.12460497396686e-06	(-2.19288065894494e-11dB,-1.28744777419510e-04°)
1.12719745617545e-06	(-2.20290966459712e-11dB,-1.29041564782747e-04°)
1.12979591467273e-06	(-2.21303510299596e-11dB,-1.29339036311515e-04°)
1.13240036323549e-06	(-2.22325697414145e-11dB,-1.29637193582978e-04°)
1.13501081567225e-06	(-2.23357527803360e-11dB,-1.29936038177937e-04°)
1.13762728582337e-06	(-2.24389358192574e-11dB,-1.30235571680835e-04°)
1.14024978756110e-06	(-2.25430831856454e-11dB,-1.30535795679769e-04°)
1.14287833478971e-06	(-2.26462662245669e-11dB,-1.30836711766498e-04°)
1.14551294144547e-06	(-2.27513779184215e-11dB,-1.31138321536449e-04°)
