Freq.	V(vout)
2.52929799644542e-02	(-1.10775648951093e-02dB,-2.89307909335761e+00°)
2.53512863049718e-02	(-1.11286311559743e-02dB,-2.89973696012172e+00°)
2.54097270554857e-02	(-1.11799325233761e-02dB,-2.90641009620736e+00°)
2.54683025258431e-02	(-1.12314700769384e-02dB,-2.91309853627065e+00°)
2.55270130266051e-02	(-1.12832449012134e-02dB,-2.91980231504389e+00°)
2.55858588690491e-02	(-1.13352580857088e-02dB,-2.92652146733567e+00°)
2.56448403651698e-02	(-1.13875107249129e-02dB,-2.93325602803101e+00°)
2.57039578276812e-02	(-1.14400039183077e-02dB,-2.94000603209154e+00°)
2.57632115700183e-02	(-1.14927387704005e-02dB,-2.94677151455563e+00°)
2.58226019063385e-02	(-1.15457163907385e-02dB,-2.95355251053855e+00°)
2.58821291515234e-02	(-1.15989378939404e-02dB,-2.96034905523262e+00°)
2.59417936211806e-02	(-1.16524043997150e-02dB,-2.96716118390736e+00°)
2.60015956316452e-02	(-1.17061170328821e-02dB,-2.97398893190963e+00°)
2.60615354999814e-02	(-1.17600769233943e-02dB,-2.98083233466381e+00°)
2.61216135439845e-02	(-1.18142852063692e-02dB,-2.98769142767191e+00°)
2.61818300821823e-02	(-1.18687430221102e-02dB,-2.99456624651375e+00°)
2.62421854338368e-02	(-1.19234515161145e-02dB,-3.00145682684712e+00°)
2.63026799189462e-02	(-1.19784118391185e-02dB,-3.00836320440790e+00°)
2.63633138582462e-02	(-1.20336251471067e-02dB,-3.01528541501024e+00°)
2.64240875732118e-02	(-1.20890926013467e-02dB,-3.02222349454670e+00°)
2.64850013860593e-02	(-1.21448153683980e-02dB,-3.02917747898839e+00°)
2.65460556197477e-02	(-1.22007946201526e-02dB,-3.03614740438515e+00°)
2.66072505979804e-02	(-1.22570315338444e-02dB,-3.04313330686570e+00°)
2.66685866452071e-02	(-1.23135272920866e-02dB,-3.05013522263774e+00°)
2.67300640866254e-02	(-1.23702830828832e-02dB,-3.05715318798820e+00°)
2.67916832481826e-02	(-1.24273000996661e-02dB,-3.06418723928329e+00°)
2.68534444565773e-02	(-1.24845795413037e-02dB,-3.07123741296872e+00°)
2.69153480392614e-02	(-1.25421226121449e-02dB,-3.07830374556984e+00°)
2.69773943244414e-02	(-1.25999305220241e-02dB,-3.08538627369179e+00°)
2.70395836410806e-02	(-1.26580044863036e-02dB,-3.09248503401963e+00°)
2.71019163189006e-02	(-1.27163457258849e-02dB,-3.09960006331853e+00°)
2.71643926883829e-02	(-1.27749554672405e-02dB,-3.10673139843390e+00°)
2.72270130807712e-02	(-1.28338349424364e-02dB,-3.11387907629157e+00°)
2.72897778280725e-02	(-1.28929853891665e-02dB,-3.12104313389792e+00°)
2.73526872630592e-02	(-1.29524080507541e-02dB,-3.12822360834003e+00°)
2.74157417192709e-02	(-1.30121041762087e-02dB,-3.13542053678586e+00°)
2.74789415310160e-02	(-1.30720750202273e-02dB,-3.14263395648439e+00°)
2.75422870333737e-02	(-1.31323218432319e-02dB,-3.14986390476576e+00°)
2.76057785621954e-02	(-1.31928459113929e-02dB,-3.15711041904146e+00°)
2.76694164541071e-02	(-1.32536484966507e-02dB,-3.16437353680447e+00°)
2.77332010465103e-02	(-1.33147308767465e-02dB,-3.17165329562939e+00°)
2.77971326775848e-02	(-1.33760943352520e-02dB,-3.17894973317263e+00°)
2.78612116862896e-02	(-1.34377401615792e-02dB,-3.18626288717254e+00°)
2.79254384123653e-02	(-1.34996696510347e-02dB,-3.19359279544960e+00°)
2.79898131963355e-02	(-1.35618841048144e-02dB,-3.20093949590654e+00°)
2.80543363795090e-02	(-1.36243848300529e-02dB,-3.20830302652850e+00°)
2.81190083039812e-02	(-1.36871731398468e-02dB,-3.21568342538322e+00°)
2.81838293126363e-02	(-1.37502503532636e-02dB,-3.22308073062114e+00°)
2.82487997491489e-02	(-1.38136177953988e-02dB,-3.23049498047562e+00°)
2.83139199579856e-02	(-1.38772767973733e-02dB,-3.23792621326305e+00°)
2.83791902844073e-02	(-1.39412286963855e-02dB,-3.24537446738301e+00°)
2.84446110744709e-02	(-1.40054748357146e-02dB,-3.25283978131845e+00°)
2.85101826750308e-02	(-1.40700165647700e-02dB,-3.26032219363585e+00°)
2.85759054337411e-02	(-1.41348552391049e-02dB,-3.26782174298532e+00°)
2.86417796990575e-02	(-1.41999922204487e-02dB,-3.27533846810084e+00°)
2.87078058202385e-02	(-1.42654288767348e-02dB,-3.28287240780035e+00°)
2.87739841473483e-02	(-1.43311665821302e-02dB,-3.29042360098595e+00°)
2.88403150312577e-02	(-1.43972067170555e-02dB,-3.29799208664402e+00°)
2.89067988236463e-02	(-1.44635506682235e-02dB,-3.30557790384542e+00°)
2.89734358770048e-02	(-1.45301998286601e-02dB,-3.31318109174561e+00°)
2.90402265446360e-02	(-1.45971555977366e-02dB,-3.32080168958483e+00°)
2.91071711806576e-02	(-1.46644193812000e-02dB,-3.32843973668824e+00°)
2.91742701400032e-02	(-1.47319925911887e-02dB,-3.33609527246611e+00°)
2.92415237784248e-02	(-1.47998766462827e-02dB,-3.34376833641394e+00°)
2.93089324524947e-02	(-1.48680729715121e-02dB,-3.35145896811263e+00°)
2.93764965196067e-02	(-1.49365829984014e-02dB,-3.35916720722867e+00°)
2.94442163379790e-02	(-1.50054081649874e-02dB,-3.36689309351425e+00°)
2.95120922666552e-02	(-1.50745499158551e-02dB,-3.37463666680744e+00°)
2.95801246655068e-02	(-1.51440097021621e-02dB,-3.38239796703236e+00°)
2.96483138952348e-02	(-1.52137889816759e-02dB,-3.39017703419932e+00°)
2.97166603173716e-02	(-1.52838892187934e-02dB,-3.39797390840498e+00°)
2.97851642942832e-02	(-1.53543118845824e-02dB,-3.40578862983254e+00°)
2.98538261891709e-02	(-1.54250584567999e-02dB,-3.41362123875184e+00°)
2.99226463660731e-02	(-1.54961304199269e-02dB,-3.42147177551958e+00°)
2.99916251898677e-02	(-1.55675292652016e-02dB,-3.42934028057945e+00°)
3.00607630262735e-02	(-1.56392564906448e-02dB,-3.43722679446226e+00°)
3.01300602418524e-02	(-1.57113136010983e-02dB,-3.44513135778618e+00°)
3.01995172040113e-02	(-1.57837021082383e-02dB,-3.45305401125681e+00°)
3.02691342810042e-02	(-1.58564235306302e-02dB,-3.46099479566740e+00°)
3.03389118419338e-02	(-1.59294793937374e-02dB,-3.46895375189898e+00°)
3.04088502567539e-02	(-1.60028712299629e-02dB,-3.47693092092054e+00°)
3.04789498962709e-02	(-1.60766005786863e-02dB,-3.48492634378917e+00°)
3.05492111321462e-02	(-1.61506689862759e-02dB,-3.49294006165023e+00°)
3.06196343368978e-02	(-1.62250780061417e-02dB,-3.50097211573751e+00°)
3.06902198839026e-02	(-1.62998291987515e-02dB,-3.50902254737338e+00°)
3.07609681473981e-02	(-1.63749241316694e-02dB,-3.51709139796897e+00°)
3.08318795024845e-02	(-1.64503643795882e-02dB,-3.52517870902432e+00°)
3.09029543251268e-02	(-1.65261515243568e-02dB,-3.53328452212852e+00°)
3.09741929921567e-02	(-1.66022871550155e-02dB,-3.54140887895990e+00°)
3.10455958812745e-02	(-1.66787728678281e-02dB,-3.54955182128619e+00°)
3.11171633710511e-02	(-1.67556102663097e-02dB,-3.55771339096466e+00°)
3.11888958409302e-02	(-1.68328009612687e-02dB,-3.56589362994229e+00°)
3.12607936712304e-02	(-1.69103465708341e-02dB,-3.57409258025591e+00°)
3.13328572431467e-02	(-1.69882487204787e-02dB,-3.58231028403242e+00°)
3.14050869387530e-02	(-1.70665090430682e-02dB,-3.59054678348889e+00°)
3.14774831410039e-02	(-1.71451291788858e-02dB,-3.59880212093274e+00°)
3.15500462337370e-02	(-1.72241107756693e-02dB,-3.60707633876191e+00°)
3.16227766016745e-02	(-1.73034554886379e-02dB,-3.61536947946500e+00°)
3.16956746304256e-02	(-1.73831649805304e-02dB,-3.62368158562147e+00°)
3.17687407064884e-02	(-1.74632409216355e-02dB,-3.63201269990174e+00°)
3.18419752172519e-02	(-1.75436849898346e-02dB,-3.64036286506742e+00°)
3.19153785509982e-02	(-1.76244988706224e-02dB,-3.64873212397142e+00°)
3.19889510969046e-02	(-1.77056842571503e-02dB,-3.65712051955813e+00°)
3.20626932450452e-02	(-1.77872428502591e-02dB,-3.66552809486357e+00°)
3.21366053863937e-02	(-1.78691763585070e-02dB,-3.67395489301558e+00°)
3.22106879128249e-02	(-1.79514864982161e-02dB,-3.68240095723395e+00°)
3.22849412171169e-02	(-1.80341749934931e-02dB,-3.69086633083058e+00°)
3.23593656929533e-02	(-1.81172435762767e-02dB,-3.69935105720967e+00°)
3.24339617349254e-02	(-1.82006939863626e-02dB,-3.70785517986786e+00°)
3.25087297385339e-02	(-1.82845279714447e-02dB,-3.71637874239439e+00°)
3.25836701001913e-02	(-1.83687472871498e-02dB,-3.72492178847127e+00°)
3.26587832172240e-02	(-1.84533536970657e-02dB,-3.73348436187345e+00°)
3.27340694878742e-02	(-1.85383489727891e-02dB,-3.74206650646894e+00°)
3.28095293113022e-02	(-1.86237348939546e-02dB,-3.75066826621902e+00°)
3.28851630875886e-02	(-1.87095132482629e-02dB,-3.75928968517840e+00°)
3.29609712177361e-02	(-1.87956858315344e-02dB,-3.76793080749531e+00°)
3.30369541036717e-02	(-1.88822544477274e-02dB,-3.77659167741176e+00°)
3.31131121482494e-02	(-1.89692209089862e-02dB,-3.78527233926363e+00°)
3.31894457552513e-02	(-1.90565870356738e-02dB,-3.79397283748089e+00°)
3.32659553293906e-02	(-1.91443546564122e-02dB,-3.80269321658767e+00°)
3.33426412763137e-02	(-1.92325256081055e-02dB,-3.81143352120254e+00°)
3.34195040026016e-02	(-1.93211017359957e-02dB,-3.82019379603857e+00°)
3.34965439157729e-02	(-1.94100848936875e-02dB,-3.82897408590355e+00°)
3.35737614242856e-02	(-1.94994769431870e-02dB,-3.83777443570012e+00°)
3.36511569375391e-02	(-1.95892797549462e-02dB,-3.84659489042595e+00°)
3.37287308658769e-02	(-1.96794952078914e-02dB,-3.85543549517390e+00°)
3.38064836205882e-02	(-1.97701251894621e-02dB,-3.86429629513216e+00°)
3.38844156139103e-02	(-1.98611715956588e-02dB,-3.87317733558446e+00°)
3.39625272590308e-02	(-1.99526363310667e-02dB,-3.88207866191016e+00°)
3.40408189700900e-02	(-2.00445213089102e-02dB,-3.89100031958447e+00°)
3.41192911621828e-02	(-2.01368284510715e-02dB,-3.89994235417860e+00°)
3.41979442513608e-02	(-2.02295596881413e-02dB,-3.90890481135987e+00°)
3.42767786546349e-02	(-2.03227169594659e-02dB,-3.91788773689198e+00°)
3.43557947899773e-02	(-2.04163022131628e-02dB,-3.92689117663503e+00°)
3.44349930763237e-02	(-2.05103174061841e-02dB,-3.93591517654581e+00°)
3.45143739335754e-02	(-2.06047645043344e-02dB,-3.94495978267788e+00°)
3.45939377826020e-02	(-2.06996454823293e-02dB,-3.95402504118176e+00°)
3.46736850452429e-02	(-2.07949623238219e-02dB,-3.96311099830510e+00°)
3.47536161443103e-02	(-2.08907170214450e-02dB,-3.97221770039280e+00°)
3.48337315035909e-02	(-2.09869115768558e-02dB,-3.98134519388723e+00°)
3.49140315478483e-02	(-2.10835480007677e-02dB,-3.99049352532834e+00°)
3.49945167028254e-02	(-2.11806283130012e-02dB,-3.99966274135384e+00°)
3.50751873952464e-02	(-2.12781545425159e-02dB,-4.00885288869937e+00°)
3.51560440528194e-02	(-2.13761287274482e-02dB,-4.01806401419866e+00°)
3.52370871042383e-02	(-2.14745529151667e-02dB,-4.02729616478364e+00°)
3.53183169791852e-02	(-2.15734291623013e-02dB,-4.03654938748468e+00°)
3.53997341083330e-02	(-2.16727595347781e-02dB,-4.04582372943071e+00°)
3.54813389233470e-02	(-2.17725461078821e-02dB,-4.05511923784937e+00°)
3.55631318568880e-02	(-2.18727909662746e-02dB,-4.06443596006717e+00°)
3.56451133426139e-02	(-2.19734962040562e-02dB,-4.07377394350970e+00°)
3.57272838151823e-02	(-2.20746639247879e-02dB,-4.08313323570170e+00°)
3.58096437102530e-02	(-2.21762962415503e-02dB,-4.09251388426733e+00°)
3.58921934644899e-02	(-2.22783952769735e-02dB,-4.10191593693022e+00°)
3.59749335155636e-02	(-2.23809631632944e-02dB,-4.11133944151371e+00°)
3.60578643021535e-02	(-2.24840020423767e-02dB,-4.12078444594098e+00°)
3.61409862639506e-02	(-2.25875140657764e-02dB,-4.13025099823519e+00°)
3.62242998416591e-02	(-2.26915013947667e-02dB,-4.13973914651968e+00°)
3.63078054769994e-02	(-2.27959662003977e-02dB,-4.14924893901811e+00°)
3.63915036127099e-02	(-2.29009106635206e-02dB,-4.15878042405460e+00°)
3.64753946925499e-02	(-2.30063369748464e-02dB,-4.16833365005391e+00°)
3.65594791613016e-02	(-2.31122473349893e-02dB,-4.17790866554161e+00°)
3.66437574647724e-02	(-2.32186439544937e-02dB,-4.18750551914421e+00°)
3.67282300497976e-02	(-2.33255290539007e-02dB,-4.19712425958935e+00°)
3.68128973642422e-02	(-2.34329048637714e-02dB,-4.20676493570591e+00°)
3.68977598570041e-02	(-2.35407736247494e-02dB,-4.21642759642423e+00°)
3.69828179780156e-02	(-2.36491375875950e-02dB,-4.22611229077623e+00°)
3.70680721782466e-02	(-2.37579990132284e-02dB,-4.23581906789557e+00°)
3.71535229097062e-02	(-2.38673601727798e-02dB,-4.24554797701781e+00°)
3.72391706254458e-02	(-2.39772233476324e-02dB,-4.25529906748059e+00°)
3.73250157795610e-02	(-2.40875908294695e-02dB,-4.26507238872374e+00°)
3.74110588271942e-02	(-2.41984649203162e-02dB,-4.27486799028950e+00°)
3.74973002245372e-02	(-2.43098479325849e-02dB,-4.28468592182262e+00°)
3.75837404288332e-02	(-2.44217421891305e-02dB,-4.29452623307055e+00°)
3.76703798983797e-02	(-2.45341500232802e-02dB,-4.30438897388358e+00°)
3.77572190925304e-02	(-2.46470737788962e-02dB,-4.31427419421503e+00°)
3.78442584716981e-02	(-2.47605158104088e-02dB,-4.32418194412133e+00°)
3.79314984973569e-02	(-2.48744784828724e-02dB,-4.33411227376229e+00°)
3.80189396320448e-02	(-2.49889641720049e-02dB,-4.34406523340116e+00°)
3.81065823393660e-02	(-2.51039752642401e-02dB,-4.35404087340481e+00°)
3.81944270839933e-02	(-2.52195141567747e-02dB,-4.36403924424393e+00°)
3.82824743316709e-02	(-2.53355832576105e-02dB,-4.37406039649311e+00°)
3.83707245492164e-02	(-2.54521849856104e-02dB,-4.38410438083107e+00°)
3.84591782045239e-02	(-2.55693217705348e-02dB,-4.39417124804077e+00°)
3.85478357665657e-02	(-2.56869960530996e-02dB,-4.40426104900959e+00°)
3.86366977053954e-02	(-2.58052102850202e-02dB,-4.41437383472945e+00°)
3.87257644921502e-02	(-2.59239669290600e-02dB,-4.42450965629699e+00°)
3.88150365990532e-02	(-2.60432684590796e-02dB,-4.43466856491375e+00°)
3.89045144994165e-02	(-2.61631173600845e-02dB,-4.44485061188626e+00°)
3.89941986676427e-02	(-2.62835161282734e-02dB,-4.45505584862625e+00°)
3.90840895792285e-02	(-2.64044672710930e-02dB,-4.46528432665078e+00°)
3.91741877107666e-02	(-2.65259733072797e-02dB,-4.47553609758239e+00°)
3.92644935399483e-02	(-2.66480367669120e-02dB,-4.48581121314927e+00°)
3.93550075455660e-02	(-2.67706601914621e-02dB,-4.49610972518539e+00°)
3.94457302075161e-02	(-2.68938461338440e-02dB,-4.50643168563068e+00°)
3.95366620068010e-02	(-2.70175971584643e-02dB,-4.51677714653115e+00°)
3.96278034255321e-02	(-2.71419158412719e-02dB,-4.52714616003909e+00°)
3.97191549469322e-02	(-2.72668047698139e-02dB,-4.53753877841316e+00°)
3.98107170553378e-02	(-2.73922665432728e-02dB,-4.54795505401859e+00°)
3.99024902362023e-02	(-2.75183037725329e-02dB,-4.55839503932732e+00°)
3.99944749760978e-02	(-2.76449190802245e-02dB,-4.56885878691814e+00°)
4.00866717627183e-02	(-2.77721151007759e-02dB,-4.57934634947685e+00°)
4.01790810848820e-02	(-2.78998944804593e-02dB,-4.58985777979639e+00°)
4.02717034325339e-02	(-2.80282598774583e-02dB,-4.60039313077705e+00°)
4.03645392967484e-02	(-2.81572139619037e-02dB,-4.61095245542653e+00°)
4.04575891697322e-02	(-2.82867594159312e-02dB,-4.62153580686018e+00°)
4.05508535448262e-02	(-2.84168989337379e-02dB,-4.63214323830107e+00°)
4.06443329165091e-02	(-2.85476352216311e-02dB,-4.64277480308022e+00°)
4.07380277803991e-02	(-2.86789709980840e-02dB,-4.65343055463666e+00°)
4.08319386332570e-02	(-2.88109089937826e-02dB,-4.66411054651765e+00°)
4.09260659729888e-02	(-2.89434519516913e-02dB,-4.67481483237880e+00°)
4.10204102986484e-02	(-2.90766026270877e-02dB,-4.68554346598422e+00°)
4.11149721104399e-02	(-2.92103637876365e-02dB,-4.69629650120665e+00°)
4.12097519097207e-02	(-2.93447382134303e-02dB,-4.70707399202765e+00°)
4.13047501990038e-02	(-2.94797286970473e-02dB,-4.71787599253770e+00°)
4.13999674819606e-02	(-2.96153380436115e-02dB,-4.72870255693638e+00°)
4.14954042634239e-02	(-2.97515690708381e-02dB,-4.73955373953249e+00°)
4.15910610493897e-02	(-2.98884246090889e-02dB,-4.75042959474424e+00°)
4.16869383470210e-02	(-3.00259075014429e-02dB,-4.76133017709931e+00°)
4.17830366646496e-02	(-3.01640206037285e-02dB,-4.77225554123511e+00°)
4.18793565117793e-02	(-3.03027667845979e-02dB,-4.78320574189882e+00°)
4.19758983990882e-02	(-3.04421489255722e-02dB,-4.79418083394760e+00°)
4.20726628384318e-02	(-3.05821699211013e-02dB,-4.80518087234870e+00°)
4.21696503428456e-02	(-3.07228326786184e-02dB,-4.81620591217963e+00°)
4.22668614265476e-02	(-3.08641401186062e-02dB,-4.82725600862826e+00°)
4.23642966049414e-02	(-3.10060951746318e-02dB,-4.83833121699302e+00°)
4.24619563946185e-02	(-3.11487007934287e-02dB,-4.84943159268301e+00°)
4.25598413133615e-02	(-3.12919599349371e-02dB,-4.86055719121812e+00°)
4.26579518801464e-02	(-3.14358755723702e-02dB,-4.87170806822921e+00°)
4.27562886151458e-02	(-3.15804506922620e-02dB,-4.88288427945826e+00°)
4.28548520397311e-02	(-3.17256882945387e-02dB,-4.89408588075845e+00°)
4.29536426764758e-02	(-3.18715913925681e-02dB,-4.90531292809435e+00°)
4.30526610491581e-02	(-3.20181630132212e-02dB,-4.91656547754207e+00°)
4.31519076827635e-02	(-3.21654061969197e-02dB,-4.92784358528933e+00°)
4.32513831034879e-02	(-3.23133239977169e-02dB,-4.93914730763569e+00°)
4.33510878387398e-02	(-3.24619194833388e-02dB,-4.95047670099261e+00°)
4.34510224171441e-02	(-3.26111957352486e-02dB,-4.96183182188365e+00°)
4.35511873685437e-02	(-3.27611558487056e-02dB,-4.97321272694454e+00°)
4.36515832240035e-02	(-3.29118029328324e-02dB,-4.98461947292339e+00°)
4.37522105158120e-02	(-3.30631401106615e-02dB,-4.99605211668077e+00°)
4.38530697774854e-02	(-3.32151705192064e-02dB,-5.00751071518988e+00°)
4.39541615437692e-02	(-3.33678973095159e-02dB,-5.01899532553666e+00°)
4.40554863506421e-02	(-3.35213236467413e-02dB,-5.03050600491994e+00°)
4.41570447353180e-02	(-3.36754527101870e-02dB,-5.04204281065157e+00°)
4.42588372362493e-02	(-3.38302876933880e-02dB,-5.05360580015656e+00°)
4.43608643931299e-02	(-3.39858318041518e-02dB,-5.06519503097320e+00°)
4.44631267468975e-02	(-3.41420882646365e-02dB,-5.07681056075321e+00°)
4.45656248397369e-02	(-3.42990603114038e-02dB,-5.08845244726185e+00°)
4.46683592150828e-02	(-3.44567511954868e-02dB,-5.10012074837807e+00°)
4.47713304176228e-02	(-3.46151641824434e-02dB,-5.11181552209464e+00°)
4.48745389932997e-02	(-3.47743025524319e-02dB,-5.12353682651827e+00°)
4.49779854893152e-02	(-3.49341696002616e-02dB,-5.13528471986974e+00°)
4.50816704541324e-02	(-3.50947686354684e-02dB,-5.14705926048405e+00°)
4.51855944374786e-02	(-3.52561029823647e-02dB,-5.15886050681051e+00°)
4.52897579903484e-02	(-3.54181759801127e-02dB,-5.17068851741291e+00°)
4.53941616650066e-02	(-3.55809909827901e-02dB,-5.18254335096963e+00°)
4.54988060149911e-02	(-3.57445513594418e-02dB,-5.19442506627376e+00°)
4.56036915951158e-02	(-3.59088604941621e-02dB,-5.20633372223322e+00°)
4.57088189614737e-02	(-3.60739217861419e-02dB,-5.21826937787092e+00°)
4.58141886714395e-02	(-3.62397386497470e-02dB,-5.23023209232485e+00°)
4.59198012836730e-02	(-3.64063145145758e-02dB,-5.24222192484823e+00°)
4.60256573581217e-02	(-3.65736528255275e-02dB,-5.25423893480959e+00°)
4.61317574560240e-02	(-3.67417570428741e-02dB,-5.26628318169296e+00°)
4.62381021399121e-02	(-3.69106306423093e-02dB,-5.27835472509794e+00°)
4.63446919736148e-02	(-3.70802771150332e-02dB,-5.29045362473985e+00°)
4.64515275222609e-02	(-3.72506999678090e-02dB,-5.30257994044981e+00°)
4.65586093522818e-02	(-3.74219027230354e-02dB,-5.31473373217493e+00°)
4.66659380314147e-02	(-3.75938889188054e-02dB,-5.32691505997838e+00°)
4.67735141287057e-02	(-3.77666621089828e-02dB,-5.33912398403949e+00°)
4.68813382145123e-02	(-3.79402258632658e-02dB,-5.35136056465393e+00°)
4.69894108605073e-02	(-3.81145837672514e-02dB,-5.36362486223379e+00°)
4.70977326396810e-02	(-3.82897394225121e-02dB,-5.37591693730768e+00°)
4.72063041263448e-02	(-3.84656964466566e-02dB,-5.38823685052091e+00°)
4.73151258961337e-02	(-3.86424584734069e-02dB,-5.40058466263553e+00°)
4.74241985260101e-02	(-3.88200291526544e-02dB,-5.41296043453049e+00°)
4.75335225942661e-02	(-3.89984121505361e-02dB,-5.42536422720175e+00°)
4.76430986805271e-02	(-3.91776111495142e-02dB,-5.43779610176237e+00°)
4.77529273657546e-02	(-3.93576298484288e-02dB,-5.45025611944265e+00°)
4.78630092322493e-02	(-3.95384719625760e-02dB,-5.46274434159025e+00°)
4.79733448636544e-02	(-3.97201412237811e-02dB,-5.47526082967024e+00°)
4.80839348449583e-02	(-3.99026413804624e-02dB,-5.48780564526528e+00°)
4.81947797624981e-02	(-4.00859761977106e-02dB,-5.50037885007571e+00°)
4.83058802039626e-02	(-4.02701494573511e-02dB,-5.51298050591962e+00°)
4.84172367583952e-02	(-4.04551649580180e-02dB,-5.52561067473302e+00°)
4.85288500161974e-02	(-4.06410265152316e-02dB,-5.53826941856989e+00°)
4.86407205691314e-02	(-4.08277379614663e-02dB,-5.55095679960233e+00°)
4.87528490103238e-02	(-4.10153031462157e-02dB,-5.56367288012064e+00°)
4.88652359342685e-02	(-4.12037259360822e-02dB,-5.57641772253342e+00°)
4.89778819368297e-02	(-4.13930102148301e-02dB,-5.58919138936770e+00°)
4.90907876152454e-02	(-4.15831598834767e-02dB,-5.60199394326903e+00°)
4.92039535681301e-02	(-4.17741788603539e-02dB,-5.61482544700155e+00°)
4.93173803954786e-02	(-4.19660710811822e-02dB,-5.62768596344817e+00°)
4.94310686986685e-02	(-4.21588404991556e-02dB,-5.64057555561057e+00°)
4.95450190804640e-02	(-4.23524910850020e-02dB,-5.65349428660938e+00°)
4.96592321450185e-02	(-4.25470268270663e-02dB,-5.66644221968424e+00°)
4.97737084978785e-02	(-4.27424517313828e-02dB,-5.67941941819392e+00°)
4.98884487459860e-02	(-4.29387698217524e-02dB,-5.69242594561636e+00°)
5.00034534976826e-02	(-4.31359851398129e-02dB,-5.70546186554886e+00°)
5.01187233627120e-02	(-4.33341017451169e-02dB,-5.71852724170809e+00°)
5.02342589522234e-02	(-4.35331237152193e-02dB,-5.73162213793023e+00°)
5.03500608787752e-02	(-4.37330551457252e-02dB,-5.74474661817102e+00°)
5.04661297563375e-02	(-4.39339001504037e-02dB,-5.75790074650593e+00°)
5.05824662002960e-02	(-4.41356628612324e-02dB,-5.77108458713015e+00°)
5.06990708274550e-02	(-4.43383474284924e-02dB,-5.78429820435877e+00°)
5.08159442560406e-02	(-4.45419580208404e-02dB,-5.79754166262680e+00°)
5.09330871057040e-02	(-4.47464988253872e-02dB,-5.81081502648931e+00°)
5.10504999975251e-02	(-4.49519740477758e-02dB,-5.82411836062148e+00°)
5.11681835540152e-02	(-4.51583879122618e-02dB,-5.83745172981870e+00°)
5.12861383991209e-02	(-4.53657446617870e-02dB,-5.85081519899666e+00°)
5.14043651582269e-02	(-4.55740485580619e-02dB,-5.86420883319142e+00°)
5.15228644581599e-02	(-4.57833038816418e-02dB,-5.87763269755950e+00°)
5.16416369271913e-02	(-4.59935149320179e-02dB,-5.89108685737798e+00°)
5.17606831950410e-02	(-4.62046860276784e-02dB,-5.90457137804454e+00°)
5.18800038928803e-02	(-4.64168215062020e-02dB,-5.91808632507756e+00°)
5.19995996533357e-02	(-4.66299257243358e-02dB,-5.93163176411621e+00°)
5.21194711104921e-02	(-4.68440030580747e-02dB,-5.94520776092052e+00°)
5.22396188998960e-02	(-4.70590579027418e-02dB,-5.95881438137144e+00°)
5.23600436585590e-02	(-4.72750946730700e-02dB,-5.97245169147093e+00°)
5.24807460249612e-02	(-4.74921178032861e-02dB,-5.98611975734204e+00°)
5.26017266390546e-02	(-4.77101317471918e-02dB,-5.99981864522895e+00°)
5.27229861422662e-02	(-4.79291409782455e-02dB,-6.01354842149709e+00°)
5.28445251775019e-02	(-4.81491499896404e-02dB,-6.02730915263318e+00°)
5.29663443891496e-02	(-4.83701632943955e-02dB,-6.04110090524528e+00°)
5.30884444230826e-02	(-4.85921854254350e-02dB,-6.05492374606291e+00°)
5.32108259266632e-02	(-4.88152209356697e-02dB,-6.06877774193707e+00°)
5.33334895487458e-02	(-4.90392743980880e-02dB,-6.08266295984033e+00°)
5.34564359396808e-02	(-4.92643504058273e-02dB,-6.09657946686688e+00°)
5.35796657513178e-02	(-4.94904535722734e-02dB,-6.11052733023260e+00°)
5.37031796370089e-02	(-4.97175885311323e-02dB,-6.12450661727515e+00°)
5.38269782516124e-02	(-4.99457599365274e-02dB,-6.13851739545394e+00°)
5.39510622514963e-02	(-5.01749724630689e-02dB,-6.15255973235031e+00°)
5.40754322945415e-02	(-5.04052308059620e-02dB,-6.16663369566750e+00°)
5.42000890401458e-02	(-5.06365396810702e-02dB,-6.18073935323074e+00°)
5.43250331492267e-02	(-5.08689038250140e-02dB,-6.19487677298731e+00°)
5.44502652842254e-02	(-5.11023279952600e-02dB,-6.20904602300655e+00°)
5.45757861091104e-02	(-5.13368169701930e-02dB,-6.22324717147999e+00°)
5.47015962893804e-02	(-5.15723755492239e-02dB,-6.23748028672133e+00°)
5.48276964920686e-02	(-5.18090085528601e-02dB,-6.25174543716652e+00°)
5.49540873857456e-02	(-5.20467208228031e-02dB,-6.26604269137380e+00°)
5.50807696405235e-02	(-5.22855172220331e-02dB,-6.28037211802378e+00°)
5.52077439280588e-02	(-5.25254026348972e-02dB,-6.29473378591943e+00°)
5.53350109215567e-02	(-5.27663819672012e-02dB,-6.30912776398615e+00°)
5.54625712957741e-02	(-5.30084601462969e-02dB,-6.32355412127184e+00°)
5.55904257270233e-02	(-5.32516421211702e-02dB,-6.33801292694689e+00°)
5.57185748931759e-02	(-5.34959328625349e-02dB,-6.35250425030425e+00°)
5.58470194736660e-02	(-5.37413373629167e-02dB,-6.36702816075949e+00°)
5.59757601494938e-02	(-5.39878606367521e-02dB,-6.38158472785078e+00°)
5.61047976032298e-02	(-5.42355077204770e-02dB,-6.39617402123898e+00°)
5.62341325190176e-02	(-5.44842836726051e-02dB,-6.41079611070761e+00°)
5.63637655825781e-02	(-5.47341935738407e-02dB,-6.42545106616299e+00°)
